Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,CountDeclMethodPrivate,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
GetPrincipalsInRoleRequest.java,7.0,0.0,1.0,2.0,1.0,2.2,9.2,0.0,6.0,3.0,1.0,2.0,5.0,1.4,10.0,0.09,0.0,2.34375,7.0,1.0,2.5625,9.0,0.0,0.0,0.0,0.65625,3.0,0.0
GetPrincipalsInRoleResponse.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,2.0,6.0,1.4,8.8,0.08,0.0,2.3714285714285714,7.0,1.0,2.914285714285714,13.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
GetRoleGrantsForPrincipalRequest.java,8.0,0.0,1.0,2.0,1.0,2.2,10.2,0.0,6.0,3.0,1.0,2.0,8.0,1.4,11.8,0.11,0.0,2.756756756756757,7.0,1.0,3.0,13.0,0.0,0.0,0.0,0.5945945945945946,3.0,0.0
GetRoleGrantsForPrincipalResponse.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,2.0,6.0,1.4,8.8,0.08,0.0,2.4,7.0,1.0,2.914285714285714,13.0,0.0,0.0,0.0,0.7428571428571429,4.0,0.0
GetSchemasOperation.java,10.0,0.0,0.0,2.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,42.0,0.41,2.0,5.0,9.0,2.0,5.0,9.0,0.0,0.0,0.0,0.75,2.0,0.0
GetTableTypesOperation.java,10.0,0.0,0.0,2.0,1.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,42.0,0.48,2.0,4.0,7.0,2.0,4.75,8.0,0.0,0.0,0.0,0.75,2.0,0.0
GetTablesOperation.java,17.0,1.0,0.0,3.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,46.0,0.26,2.0,6.25,12.0,2.0,7.0,17.0,0.0,0.0,0.0,0.75,2.0,0.0
GetTypeInfoOperation.java,14.0,0.0,5.0,2.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,25.0,0.43,2.0,3.75,6.0,2.0,8.25,22.0,0.0,0.0,0.0,0.75,2.0,0.0
GetVersionPref.java,8.0,1.0,2.0,2.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,40.0,0.95,1.0,1.4,3.0,1.0,2.2,7.0,0.0,0.0,0.0,0.2,1.0,0.0
GlobalLimitCtx.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,65.0,0.39,1.0,2.9166666666666665,5.0,1.0,1.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0
GlobalLimitOptimizer.java,44.0,2.0,13.0,7.0,4.0,1.0,30.0,0.0,1.0,1.0,0.0,2.0,10.0,2.0,67.0,0.58,2.0,2.333333333333333,3.0,4.0,16.0,30.0,0.0,0.0,2.0,3.0,5.0,0.0
GlobalWorkMapFactory.java,5.0,0.0,0.0,1.0,1.0,1.3333333333333333,6.666666666666667,0.0,3.0,0.0,0.0,0.0,4.0,1.0,11.0,0.2,0.0,0.6428571428571429,9.0,0.0,1.5714285714285714,10.0,0.0,0.0,0.0,0.1428571428571428,2.0,0.0
GrantDesc.java,6.0,0.0,2.0,1.0,1.0,2.0,5.5,0.0,1.0,0.0,0.0,0.0,1.0,1.5,72.0,0.62,1.0,3.130434782608696,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GrantPrivAuthUtils.java,14.0,2.0,3.0,1.0,1.0,1.0,14.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.67,2.0,6.333333333333333,9.0,2.0,3.6666666666666665,6.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
GrantRevokePrivilegeRequest.java,10.0,0.0,1.0,3.0,1.0,2.2,11.2,0.0,6.0,3.0,1.0,2.0,11.0,1.4,14.4,0.1,0.0,3.452380952380953,10.0,1.0,3.5476190476190474,17.0,0.0,0.0,0.0,0.5952380952380952,3.0,0.0
GrantRevokePrivilegeResponse.java,7.0,0.0,1.0,2.0,1.0,2.2,9.4,0.0,6.0,3.0,1.0,2.0,5.0,1.4,14.4,0.1,0.0,2.6875,11.0,0.0,2.9375,9.0,0.0,0.0,0.0,0.65625,3.0,0.0
GrantRevokeRoleDDL.java,4.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,79.0,0.4,1.0,4.928571428571429,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GrantRevokeRoleRequest.java,13.0,1.0,1.0,3.0,2.0,2.2,11.0,0.0,6.0,3.0,1.0,2.0,23.0,1.4,16.2,0.1,0.0,4.209677419354839,17.0,0.0,3.661290322580645,25.0,0.0,0.0,0.0,0.4677419354838709,3.0,0.0
GrantRevokeRoleResponse.java,7.0,0.0,1.0,2.0,1.0,2.2,9.4,0.0,6.0,3.0,1.0,2.0,5.0,1.4,14.4,0.1,0.0,2.6875,11.0,0.0,2.9375,9.0,0.0,0.0,0.0,0.65625,3.0,0.0
GrantRevokeType.java,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.52,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
Graph.java,10.0,0.0,1.0,3.0,1.0,2.0,11.75,1.125,6.0,3.0,1.0,2.0,11.0,1.25,29.75,0.08,0.0,4.658227848101266,81.0,0.0,3.810126582278481,21.0,0.0,0.0,0.0,0.7468354430379747,4.0,0.0
GraphWalker.java,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,9.666666666666666,3.0,1.0,0.0,1.0,0.0,0.0,1.0,57.66666666666666,3.75,2.0,12.416666666666666,81.0,0.0,5.333333333333333,20.0,0.0,0.0,0.0,1.25,3.0,0.0
GreaterThan.java,3.0,0.0,0.0,1.0,1.0,1.5,10.0,0.0,1.0,0.0,0.0,0.0,1.0,2.5,10.0,1.05,0.0,4.809523809523809,25.0,1.0,6.428571428571429,21.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0
GreaterThanOrEqual.java,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,1.05,1.0,3.2,6.0,1.0,6.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupByAge.java,16.0,1.0,0.0,2.0,1.0,1.3333333333333333,13.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.33,1.0,2.5,3.0,2.0,8.5,22.0,0.0,0.0,0.0,0.5,1.0,0.0
GroupByDesc.java,5.0,0.0,0.0,1.0,1.0,1.0,6.5,0.0,2.0,0.0,0.0,0.0,8.0,2.0,80.5,0.23,1.0,5.097560975609756,21.0,1.0,1.7317073170731707,7.0,0.0,0.0,0.0,0.1463414634146341,3.0,0.0
GroupByOperator.java,35.0,2.0,6.0,6.0,1.0,1.6,13.04,0.32,1.0,2.0,0.0,12.0,30.0,1.4,22.48,0.3,0.0,3.6653543307086616,43.0,0.0,5.618110236220472,97.0,0.0,0.0,0.0,0.5236220472440944,6.0,1.0
GroupByOptimizer.java,18.0,2.0,3.0,3.0,2.0,1.6,18.2,0.2,7.0,0.0,0.0,6.0,25.0,1.4,20.0,0.3,0.0,3.736842105263158,13.0,1.0,8.210526315789474,38.0,0.0,0.0,0.0,1.0526315789473684,6.0,1.0
GroupByShuffler.java,6.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.94,0.0,1.0,2.0,1.0,1.5,2.0,0.0,0.0,0.0,0.5,1.0,0.0
GroupPermissionsDesc.java,4.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,3.0,1.0,83.0,0.75,2.0,4.8,11.0,1.0,1.4,2.0,0.0,0.0,0.0,0.6,2.0,0.0
GroupRevisitedException.java,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupingValidator.java,12.0,1.0,1.0,2.0,1.0,1.0,7.5,0.0,1.0,0.0,2.0,1.0,4.0,1.0,25.0,0.47,1.0,2.727272727272727,16.0,1.0,3.8181818181818175,10.0,0.0,0.0,0.0,0.2727272727272727,2.0,0.0
HBaseCompositeKey.java,12.0,2.0,4.0,1.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.45,1.0,3.0,5.0,2.0,7.25,13.0,0.0,0.0,0.0,0.5,1.0,0.0
HBaseConnection.java,0.0,0.0,0.0,0.0,0.0,1.5,22.5,0.5,1.0,0.0,9.0,0.0,0.0,1.5,72.0,4.19,0.0,2.9642857142857144,26.0,0.0,1.75,9.0,0.0,0.0,0.0,0.3571428571428571,3.0,0.0
HBaseFilterPlanUtil.java,13.0,0.0,1.0,3.0,2.0,1.0,10.77777777777778,0.2222222222222222,8.0,3.0,8.0,3.0,9.0,1.3333333333333333,26.33333333333333,0.26,0.0,4.913043478260869,16.0,1.0,5.695652173913044,18.0,0.0,0.0,0.0,0.6739130434782609,3.0,0.0
HBaseImport.java,17.0,1.0,1.0,3.0,1.0,1.0,16.375,0.0,7.0,1.0,3.0,13.0,11.0,1.125,21.125,0.16,0.0,5.818181818181818,24.0,1.0,12.636363636363637,34.0,0.0,0.0,0.0,1.303030303030303,5.0,0.0
HBaseIntegrationTests.java,11.0,0.0,1.0,1.0,1.0,1.0,24.0,7.0,1.0,2.0,0.0,0.0,2.0,1.0,73.0,0.39,5.0,9.0,12.0,0.0,6.0,14.0,0.0,0.0,0.0,0.2,1.0,0.0
HBaseKeyFactory.java,0.0,0.0,0.0,0.0,0.0,1.4,13.8,0.5,1.0,0.0,5.0,0.0,0.0,2.2,60.9,2.72,0.0,2.6944444444444446,7.0,0.0,3.7777777777777777,25.0,0.0,0.0,0.0,0.3333333333333333,4.0,0.0
HBaseLazyObjectFactory.java,21.0,1.0,0.0,4.0,1.0,1.0,14.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.33,4.0,4.5,5.0,11.0,15.5,20.0,0.0,0.0,2.0,2.0,2.0,1.0
HBaseQTestUtil.java,14.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,47.0,0.41,0.0,3.75,6.0,0.0,4.25,7.0,0.0,0.0,0.0,1.5,2.0,0.0
HBaseReadWrite.java,17.0,0.0,5.0,3.0,1.0,1.0,19.166666666666668,0.0,6.0,4.0,92.0,29.0,16.0,1.3333333333333333,35.5,0.38,0.0,7.235772357723577,22.0,1.0,7.520325203252033,39.0,0.0,0.0,0.0,0.951219512195122,4.0,0.0
HBaseScanRange.java,5.0,0.0,0.0,2.0,1.0,2.0,9.5,0.0,2.0,0.0,0.0,1.0,6.0,1.0,42.5,0.25,1.0,2.6666666666666665,6.0,1.0,3.0,9.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0
HBaseSchemaTool.java,37.0,3.0,2.0,8.0,5.0,1.0,23.33333333333333,0.0,1.0,2.0,2.0,1.0,22.0,1.6666666666666667,27.0,0.2,0.0,4.357142857142857,40.0,1.0,6.785714285714286,44.0,0.0,0.0,0.0,0.25,4.0,0.0
HBaseSerDe.java,13.0,1.0,2.0,2.0,1.0,1.0,34.2,0.0,1.0,4.0,0.0,0.0,10.0,1.4,36.4,0.28,0.0,4.616161616161616,19.0,1.0,7.373737373737374,35.0,0.0,0.0,0.0,0.6565656565656566,6.0,0.0
HBaseSerDeHelper.java,39.0,6.0,10.0,5.0,1.0,1.0,42.0,0.0,1.0,13.0,0.0,9.0,29.0,1.0,0.0,0.46,2.0,6.153846153846154,19.0,2.0,7.076923076923077,25.0,0.0,0.0,0.0,1.4615384615384617,6.0,0.0
HBaseSerDeParameters.java,13.0,2.0,1.0,2.0,1.0,1.0,31.0,0.0,1.0,2.0,1.0,7.0,13.0,1.0,87.0,0.13,1.0,4.380952380952381,14.0,1.0,3.619047619047619,15.0,0.0,0.0,0.0,0.7619047619047619,4.0,0.0
HBaseSplit.java,7.0,0.0,1.0,2.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,10.0,0.36,3.0,3.2857142857142856,4.0,1.0,1.7142857142857142,3.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
HBaseStorageHandler.java,18.0,1.0,2.0,3.0,1.0,2.0,53.5,0.0,1.0,2.0,0.0,4.0,17.0,2.0,81.0,0.19,0.0,3.903225806451613,27.0,0.0,8.161290322580646,37.0,0.0,0.0,0.0,1.1935483870967742,5.0,1.0
HBaseStore.java,16.0,0.0,1.0,3.0,1.0,1.1666666666666667,43.333333333333336,0.0,2.0,3.0,3.0,18.0,11.0,1.1666666666666667,55.0,0.06,0.0,6.141630901287554,75.0,0.0,12.300429184549357,106.0,0.0,0.0,0.0,0.9141630901287554,6.0,0.0
HBaseStoreTestUtil.java,15.0,0.0,0.0,4.0,1.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.75,5.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0
HBaseStructValue.java,13.0,2.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,75.0,1.48,1.0,3.333333333333333,5.0,3.0,5.666666666666667,8.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
HBaseTableSnapshotInputFormatUtil.java,17.0,0.0,4.0,3.0,3.0,1.0,17.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,0.55,3.0,5.666666666666667,10.0,1.0,3.333333333333333,8.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
HBaseTestAvroSchemaRetriever.java,7.0,1.0,0.0,2.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.56,1.0,1.3333333333333333,2.0,1.0,3.6666666666666665,5.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
HBaseTestCompositeKey.java,7.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,58.0,0.62,1.0,2.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,0.5,1.0,0.0
HBaseTestSetup.java,17.0,1.0,2.0,2.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,61.0,0.24,1.0,5.666666666666667,15.0,1.0,8.333333333333334,19.0,0.0,0.0,0.0,0.8333333333333334,2.0,0.0
HBaseTestStructSerializer.java,11.0,2.0,3.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,75.0,0.64,1.0,3.0,5.0,2.0,5.333333333333333,8.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
HBaseUtils.java,19.0,0.0,3.0,3.0,1.0,1.0,38.5,0.0,4.0,65.0,46.0,19.0,24.0,1.5,0.0,0.21,1.0,5.447761194029851,32.0,1.0,13.28358208955224,84.0,0.0,0.0,0.0,0.835820895522388,3.0,1.0
HBaseValueFactory.java,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,17.333333333333332,0.6666666666666666,1.0,0.0,4.0,0.0,0.0,1.6666666666666667,47.0,2.61,0.0,2.8666666666666667,6.0,0.0,3.066666666666667,7.0,0.0,0.0,0.0,0.4666666666666667,2.0,0.0
HCatAddPartitionDesc.java,8.0,0.0,3.0,1.0,1.0,1.0,8.5,0.0,2.0,2.0,2.0,4.0,2.0,1.0,44.5,0.89,1.0,5.8,16.0,1.0,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatAuthUtil.java,20.0,0.0,7.0,3.0,3.0,1.3333333333333333,8.666666666666666,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.09,0.0,2.8,9.0,2.0,6.2,8.0,0.0,0.0,0.0,0.2,1.0,0.0
HCatBaseInputFormat.java,29.0,3.0,7.0,3.0,1.0,1.0,45.0,1.0,1.0,6.0,0.0,4.0,9.0,2.0,100.0,0.45,3.0,5.111111111111111,13.0,2.0,9.555555555555555,18.0,0.0,0.0,0.0,1.3333333333333333,3.0,0.0
HCatBaseLoader.java,11.0,1.0,2.0,2.0,1.0,3.0,26.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,79.0,0.38,0.0,2.625,6.0,1.0,2.875,8.0,0.0,0.0,0.0,0.75,5.0,0.0
HCatBaseOutputFormat.java,23.0,1.0,8.0,3.0,1.0,1.0,25.0,1.0,1.0,6.0,2.0,0.0,6.0,2.0,0.0,0.63,3.0,6.125,18.0,1.0,7.625,17.0,0.0,0.0,0.0,1.25,3.0,0.0
HCatBaseStorer.java,22.0,1.0,3.0,5.0,3.0,1.5,33.5,0.5,3.0,4.0,1.0,10.0,34.0,1.5,45.5,0.21,0.0,8.238095238095237,37.0,0.0,7.428571428571429,49.0,0.0,0.0,0.0,1.1904761904761905,4.0,0.0
HCatBaseTest.java,9.0,0.0,2.0,2.0,1.0,1.0,26.0,12.0,1.0,2.0,0.0,0.0,2.0,1.0,78.0,0.4,2.0,6.0,10.0,1.0,4.333333333333333,7.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
HCatCli.java,38.0,6.0,4.0,5.0,2.0,1.3846153846153846,23.46153846153846,0.0769230769230769,1.0,8.0,0.0,7.0,13.0,1.2307692307692308,27.153846153846157,0.18,0.0,5.15483870967742,28.0,0.0,8.129032258064516,60.0,0.0,0.0,0.0,0.6709677419354839,3.0,1.0
HCatClient.java,10.0,0.0,2.0,2.0,0.0,1.4166666666666667,21.58333333333333,0.0833333333333333,2.0,1.0,1.0,0.0,5.0,1.25,22.08333333333333,2.69,0.0,5.109589041095891,28.0,0.0,7.890410958904109,60.0,0.0,0.0,0.0,0.6301369863013698,3.0,0.0
HCatClientHMSImpl.java,16.0,0.0,0.0,3.0,1.0,1.0,30.33333333333333,0.0,3.0,2.0,1.0,9.0,9.0,1.6666666666666667,47.333333333333336,0.06,1.0,5.56140350877193,15.0,1.0,5.912280701754386,22.0,0.0,0.0,0.0,1.087719298245614,3.0,0.0
HCatConstants.java,2.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatContext.java,7.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.53,4.0,4.5,5.0,2.0,5.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0
HCatCreateDBDesc.java,9.0,0.0,4.0,1.0,1.0,1.0,4.5,0.0,2.0,1.0,1.0,2.0,5.0,1.0,67.0,0.94,1.0,6.538461538461538,29.0,1.0,2.3076923076923075,7.0,0.0,0.0,0.0,0.0769230769230769,1.0,0.0
HCatCreateTableDesc.java,9.0,0.0,5.0,1.0,1.0,1.0,10.5,0.0,2.0,3.0,0.0,3.0,2.0,1.0,56.0,1.26,1.0,3.6052631578947367,28.0,1.0,2.1842105263157894,4.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatDataCheckUtil.java,9.0,0.0,0.0,2.0,1.0,1.0,23.0,0.0,1.0,10.0,0.0,0.0,7.0,1.0,0.0,0.21,2.0,4.6,10.0,1.0,4.3,13.0,0.0,0.0,0.0,0.8,5.0,0.0
HCatDatabase.java,8.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,50.0,1.17,1.0,2.6,4.0,1.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatDriver.java,52.0,6.0,4.0,9.0,4.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,0.0,0.24,5.0,7.333333333333333,11.0,8.0,13.0,21.0,0.0,0.0,1.0,2.0,4.0,0.0
HCatEventMessage.java,3.0,0.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,0.0,1.0,0.0,4.0,1.0,33.0,1.1,0.0,5.625,17.0,1.0,3.125,12.0,0.0,0.0,0.0,0.25,1.0,0.0
HCatException.java,10.0,0.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,64.0,1.44,0.0,2.6,7.0,1.0,3.2,9.0,0.0,0.0,0.0,0.4,2.0,0.0
HCatFieldSchema.java,8.0,0.0,2.0,2.0,1.0,2.0,15.0,0.0,3.0,6.0,0.0,6.0,11.0,1.0,74.0,0.36,1.0,7.9655172413793105,30.0,1.0,3.034482758620689,12.0,0.0,0.0,0.0,0.4827586206896552,2.0,0.0
HCatFileUtil.java,31.0,4.0,7.0,4.0,2.0,1.0,11.0,0.0,1.0,3.0,0.0,0.0,8.0,1.0,0.0,0.59,4.0,5.0,6.0,7.0,12.333333333333334,21.0,0.0,0.0,1.0,1.6666666666666667,2.0,0.0
HCatInputFormat.java,15.0,1.0,5.0,2.0,1.0,1.1666666666666667,16.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,43.833333333333336,0.7,0.0,4.35,20.0,1.0,6.75,19.0,0.0,0.0,0.0,0.65,2.0,0.0
HCatInputFormatReader.java,9.0,0.0,0.0,2.0,2.0,1.5,15.5,0.0,2.0,0.0,1.0,0.0,4.0,1.5,37.5,0.23,0.0,3.2,5.0,1.0,6.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0
HCatLoader.java,24.0,2.0,5.0,3.0,1.0,1.0,15.72222222222222,0.0,1.0,0.0,0.0,2.0,12.0,1.2222222222222223,17.444444444444443,0.32,0.0,5.364864864864865,22.0,1.0,8.175675675675675,46.0,0.0,0.0,0.0,0.7162162162162162,3.0,0.0
HCatMapRedUtil.java,4.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.53,4.0,6.666666666666667,11.0,3.0,4.166666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatMapReduceTest.java,19.0,3.0,3.0,2.0,1.0,1.0,27.33333333333333,1.0,3.0,2.0,4.0,1.0,8.0,2.0,26.0,0.26,0.0,5.8125,16.0,1.0,8.25,35.0,0.0,0.0,0.0,0.625,3.0,0.0
HCatNotificationEvent.java,5.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,63.0,0.41,6.0,14.5,36.0,1.0,1.625,6.0,0.0,0.0,0.0,0.25,2.0,0.0
HCatOutputFormat.java,28.0,3.0,7.0,4.0,1.0,1.0,37.66666666666666,0.0,1.0,6.0,0.0,2.0,21.0,2.333333333333333,42.66666666666666,0.45,2.0,6.777777777777778,21.0,2.0,13.166666666666666,64.0,0.0,0.0,0.0,0.8333333333333334,5.0,0.0
HCatOutputFormatWriter.java,16.0,0.0,1.0,3.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,0.0,0.21,3.0,5.0,8.0,2.0,11.4,19.0,0.0,0.0,0.0,1.2,3.0,0.0
HCatPartition.java,10.0,0.0,3.0,1.0,1.0,1.0,19.83333333333333,0.3333333333333333,1.0,1.0,2.0,1.0,3.0,1.5,42.333333333333336,0.52,0.0,3.4727272727272727,16.0,1.0,5.709090909090909,29.0,0.0,0.0,0.0,0.3454545454545454,2.0,0.0
HCatPartitionSpec.java,7.0,0.0,2.0,1.0,1.0,1.0,6.5,0.0,2.0,0.0,3.0,1.0,4.0,1.0,29.0,0.72,1.0,2.4545454545454546,4.0,1.0,2.272727272727273,6.0,0.0,0.0,0.0,0.2727272727272727,2.0,0.0
HCatReader.java,10.0,0.0,5.0,2.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,67.0,1.38,2.0,3.0,4.0,1.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatRecord.java,3.0,0.0,0.0,1.0,1.0,1.3571428571428572,19.571428571428573,0.1428571428571428,1.0,0.0,0.0,0.0,1.0,1.5714285714285714,36.285714285714285,0.25,0.0,3.3181818181818183,21.0,0.0,4.575757575757576,24.0,0.0,0.0,0.0,0.3484848484848485,3.0,0.0
HCatRecordObjectInspector.java,7.0,1.0,0.0,2.0,1.0,1.0,12.5,0.0,1.0,0.0,0.0,0.0,3.0,2.5,25.0,0.69,1.0,5.25,9.0,2.0,10.5,19.0,0.0,0.0,0.0,1.75,3.0,0.0
HCatRecordObjectInspectorFactory.java,40.0,3.0,5.0,6.0,1.0,1.0,18.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,50.0,0.34,8.0,8.5,9.0,16.0,17.5,19.0,0.0,0.0,3.0,3.0,3.0,0.0
HCatRecordReader.java,14.0,2.0,2.0,2.0,1.0,1.0,19.0,0.0,2.0,0.0,3.0,2.0,7.0,1.5,51.0,0.44,1.0,3.8,9.0,1.0,6.6,19.0,0.0,0.0,0.0,0.7,3.0,0.0
HCatRecordSerDe.java,18.0,2.0,4.0,3.0,2.0,1.5,35.0,0.0,1.0,5.0,0.0,4.0,10.0,1.5,43.5,0.32,0.0,4.142857142857143,9.0,1.0,8.714285714285714,20.0,0.0,0.0,0.0,0.9285714285714286,2.0,0.0
HCatRecordable.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.33,7.0,12.0,21.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HCatReplicationTaskIterator.java,12.0,0.0,3.0,2.0,2.0,2.0,8.5,0.0,2.0,0.0,0.0,2.0,5.0,1.0,32.5,0.38,0.0,4.333333333333333,9.0,1.0,5.333333333333333,10.0,0.0,0.0,0.0,1.0,2.0,0.0
HCatSchema.java,10.0,0.0,1.0,2.0,1.0,1.1428571428571428,11.428571428571429,0.2857142857142857,1.0,0.0,0.0,2.0,5.0,1.5714285714285714,17.142857142857142,0.3,0.0,5.638297872340425,38.0,1.0,5.212765957446808,21.0,0.0,0.0,0.0,0.5106382978723404,2.0,0.0
HCatSchemaUtils.java,6.0,0.0,0.0,2.0,1.0,1.0,10.8,0.4,4.0,13.0,1.0,2.0,5.0,1.6,11.6,0.18,0.0,4.72,15.0,1.0,4.92,21.0,0.0,0.0,0.0,0.32,1.0,0.0
HCatSemanticAnalyzer.java,86.0,11.0,13.0,36.0,3.0,1.0,28.0,1.5,1.0,0.0,0.0,1.0,68.0,2.5,69.5,0.24,1.0,13.538461538461538,71.0,0.0,6.923076923076923,47.0,0.0,0.0,0.0,1.4615384615384617,4.0,0.0
HCatSemanticAnalyzerBase.java,11.0,1.0,1.0,2.0,1.0,1.0,19.0,3.0,1.0,0.0,0.0,0.0,8.0,2.0,89.0,0.5,1.0,4.333333333333333,7.0,0.0,2.888888888888889,6.0,0.0,0.0,0.0,1.1111111111111112,4.0,0.0
HCatSplit.java,10.0,1.0,3.0,1.0,1.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,40.0,0.77,2.0,2.888888888888889,4.0,1.0,3.6666666666666665,10.0,0.0,0.0,0.0,0.4444444444444444,1.0,0.0
